article_id,question,answer
31_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Where did the exhibition game take place?,"The exhibition game took place in Newark, New Jersey."
33_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Where were the services of the Armenian church celebrated in America on September 1?,The services were celebrated at Paine Memorial Hall in Boston.
34_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Which trains between White Bear Lake and St. Paul will be discontinued starting September 2nd?,"Trains leaving St. Paul at 7:15 a.m, 2:15 p.m, 7:20 p.m. and 11:40 p.m. will be discontinued."
35_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,"1. Who was ordained priest fifty years ago in Baltimore, MD today?","Mgr. McColgan, the Vicar General of the Catholic Diocese of Baltimore."
36_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who was the pitcher for St. Joseph?,Burdick was the pitcher for St. Joseph.
37_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who were appointed by President Harrison to act as arbitrators in the Venezuelan claims?,Judge Frazer of Indiana and Judge Samuel Phillips of North Carolina.
40_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who earned the most runs?,Smith earned 3 runs.
41_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who have the Louisville baseball managers signed to play first base?,"Flanagan, formerly of the Athletics."
42_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,What was the reason behind the New Hampshire law requiring manufacturers of oleomargarine to color their product pink?,The law aimed to protect the dairy interests of the state by making oleomargarine visually distinct from butter.
43_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,What makes curing skin diseases a challenging task?,"The variety of symptoms, such as itching, burning, bleeding, and scaly skin, make it difficult to treat effectively."
44_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,How many picketts were there?,There were 3 picketts.
45_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who was supposed to address the meeting of the Young Men's Christian Association in New York on September 1?,Base ball player Sunday of Pittsburgh.
48_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,What is the name of the well-known Toronto race horse that broke its leg while training on the Woodbine track?,Drake Carter
49_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who had a two base hit for Columbus?,"Johnson, Daily, Fuller, McCarthy."
53_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,1. How many earned runs did Milwaukee score in the game?,Milwaukee scored 2 earned runs.
55_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who earned runs were scored by?,St. Joseph.
56_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,"Who left Sophia a significant amount of money, making her an eligible young woman?","Sophia's rich old aunt, after whom she was named, left her $20,600."
59_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Who is the old lover addressing in this conversation?,The old lover is addressing a young heart.
60_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,Describe the protagonist's appearance and initial impression of the man she eventually marries.,"The protagonist is described as a young, fair-haired, blue-eyed girl who feels fear towards the handsome and intimidating man who shows interest in her."
113_1889-09-02_p5_sn90059522_00175033439_1889090201_0023,What was the protagonist's initial reaction when they felt the approaching presence of the demon?,They threw their arms over their head with mortified shriek.
1_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,Who was Jacob Gluecklich?,Jacob Gluecklich was a young German man who committed suicide in Hoboken.
2_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What was the main topic of discussion at the baseball association convention in New York on November 15?,The deadlock in choosing a new president for the baseball association.
3_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What happened at a late hour on Thursday night at Howard City involving the G.L.I. freight train?,A couple of suspicious-looking tramps asked the conductor for a ride but were refused.
4_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,Where was the iron laid for the railway?,The iron was laid on North Park St. railway from the city terminus at Taylor St. to a point half a mile beyond the Soldiers Home.
5_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,Where was Mayor Killain's barn located?,Mayor Killain's barn was located on Chancy St.
6_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What information was received from General Deckry about the revolution in Brazil?,The message reported the outbreak of a revolution against the Brazilian government and the assassination of the Minister of Marine.
7_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,"What type of manufacturing industries are currently booming in Reed City, Michigan?","Frame making mill, box factory, lumber and asserting yard, hame factory, broom handle factory for chair manufacturing."
9_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What was the reason for the continuance of the Heman Preston non-support case in police court?,The case was continued because letters Preston wrote to his wife were introduced as evidence.
10_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,Who secured a judgment against Warden Watkins?,Chris Johnson
11_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What cases were discussed in the Supreme Court today?,"The cases discussed were United States Electric Company v. City of Big Rapids, Kearns v. Barrett, Banta v. Izrev, Ram Telecom v. Lakeside Water and Telephone Construction Company, and Johnson v. Grapnel."
12_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What announcement did the store make last week regarding dress sales?,The store announced that reductions would be made in many lines of popular and desirable dresses.
15_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,How many pillars are included in the first plan?,The first plan includes twenty pillars on either side.
16_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,How did the accident involving the bowie knife occur?,The bowie knife fell out of Bigelow's coat pocket and the point of the knife struck his foot.
17_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,At what time did the walking match start?,The walking match started at 1 o'clock in the afternoon.
18_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What ships departed from East Tawas on Easter?,"The Passaic and Four, A.I. Wright and Hattie Wells, Schooner Columbia, and others bound up."
19_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What were the gross earnings of Union Pacific Railway for September 1924?,"$17,524,206"
20_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What items are being sold at these headquarters?,Garments of the very latest styles.
21_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What was Jim Dowd seen doing in the neighborhood of Billy Quirk's saloon on South Division St?,Acting in a suspicious manner.
25_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,How much was the order booked for by Phoenix Furniture Company?,"The order was booked for about $50,900 worth of goods."
35_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,What was the hero's charge in the court case before Judge Burke yesterday?,The hero faced an adultery case.
41_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,"Who mentioned raising $24,000 for the canal survey?","J.A. Covode mentioned raising $24,000 for the canal survey."
42_1889-11-16_p1_sn98066392_00296024442_1889111601_0370,Who was arrested by detective Kennedy last night?,George N.J. Ayers was arrested by Detective Kennedy.
1_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Who was the master of hounds at the Meadow Brook Hunt?,Thomas Hitchcock
2_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What direction does the car go to from Park Place?,The car goes up Broadway only to Park Place.
3_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Who was shot in the back by Sam McCoy?,Bin Grayson
4_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,"According to the artist's theory, what correspondence exists between color and sound?",Each color has its corresponding note based on the vibrations of light waves and sound waves.
5_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Who ordered a meal at the restaurant in the given context?,The trend-looking young man who is a teetotaller.
6_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Why did the pioneer Heather select Mott Street for his home?,"For some unknown reason, the pioneer Heather selected Mott Street as his home, and others followed until a part of it became known as Chinatown."
7_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Where did the train begin its run?,The train began its run at Castle Rock at Devil's Gate.
8_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Where did the book agent visit to sell a valuable work?,"The book agent visited a livery stable in Middletown, Connecticut."
10_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What caused the delay of the Troy local trains on the New York Central Railroad?,A landslide at the clay embankment just below the Troy Iron Works.
11_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What happened on the cold January night in the far west?,A horrible accident occurred involving a collision between a passenger train and a freight train.
12_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What interesting experience did Erastus B. Stillwell have while hunting quail?,"Erastus B. Stillwell had an interesting experience while hunting quail when a large hawk was chasing a flock of quail, but they sought refuge near him instead."
13_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,Who is Joseph J. Street?,Joseph J. Street is a farmer residing near Centreville.
14_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What is the main focus of the electrical development in the northwest new region?,The main focus is on utilizing the rich resources of power and minerals for electrical appliances.
15_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What is the potential impact of thousand month becoming a successful institution?,"It could benefit savings banks, schools, and promote savings habits among children."
16_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,"Who was bitten by Harry Davis, and what variety of bite was it?","Harry Davis bit Cabar Hill, and it was a bite of the blue variety."
17_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What led to the conflict between the families in the passage?,Betrayal and violence among former friends escalated into a deadly feud.
18_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What is the name of the institution that issues the brown cardboard stamps for deposits in New York City?,The institution is called the Penny Provident Fund of the Charity Organization Society of New York.
19_1889-11-29_p9_sn83030272_00206533134_1889112901_0330,What is the name of the feud mentioned in the text?,The Hatfield McCoy feud.
1_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"Who is planning to go over the horseshoe falls at Niagara, N.Y?",Carlisle D. Graham is planning to go over the horseshoe falls.
2_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Where is Daniel Sutton from?,Neihart.
3_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"Who was arrested on June 26, as mentioned in the context?","John F. Beggs, guardian of Camp 20 for Clan na Gael."
4_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Who was sentenced yesterday morning for the killing of J.W. Crawford?,Harry Roberts was sentenced for the killing of J.W. Crawford.
7_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What type of wools are in demand according to the report?,New spring Texas wools are in demand.
8_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What is the special offer being made by the Montana newspaper for the semi-weekly edition?,The semi-weekly edition is being sent to any address until October for just 10 cents in advance.
9_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What did Sheriff Heyfror report from Ravalli yesterday morning?,"Everything was quiet on the reservation, but fugitives from justice were still at large."
10_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What was the weight of the quartz brought in from the Michigan gold mine on June 26 in Ishpeming?,One hundred and fifty pounds of quartz were brought in.
11_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Who arrived in Missoula on the train?,Captain Sloane and his company.
12_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"Who are the incorporators of the Montana Gold, Silver and Copper Mining Company?","Justice N. King, Henry E. King, Theodore D. Farron, James Nuss, and Preston Fl. Leslie."
13_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Who is planning to fire up the boiler and move the machinery by July 1st?,Mr. Kinney of the flour mill.
14_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Where can you find flower pots at the bee hive?,At the bee hive store.
15_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What was the result of the two mile race between the Yale and University of Pennsylvania freshmen crews?,The University of Pennsylvania freshmen crew won by about three quarters of a boat length.
16_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What prompted the authorities to order the end of the parties and visits to the Indian and military reservation?,"Someone dug open Indian graves and carried off corpses, prompting the authorities to intervene."
17_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"When did the Pension Office make a requisition for 15,000,000 from the Treasury Department?",The Pension Office made the requisition on June 26.
18_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What was the deceased man's occupation?,The deceased man was a carpenter by trade.
20_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"Who was granted permission by Judge Andrews to sue Olive E. Friend, William E. Howard, Amelia Howard, and George Halstead?","R. P. Moffatt, receiver of the Electric Sugar Company."
21_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Where can copies of the semi weekly Tribune containing the detailed account of Willber's crimes be obtained?,Copies can be obtained at the office or at Z.F. Fullerton's news stand for five cents per copy.
22_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,1. Who recently purchased 5000 head of cattle in Idaho?,John T. Murphy of this city.
25_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"What is the most reliable remedy recommended to combat diseases like colic, cholera morbus, dysentery, and diarrhea in hot weather?","Chamberlain's Colic, Cholera, and Diarrhea Remedy is highly recommended."
27_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What was the date of the incident described in the context?,The incident took place on June 81st in the area of Efoonda.
28_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What is the total weight of wool receipts at the warehouse today?,"95,465 pounds"
29_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,"Where is Perry, the murderer of McCoy, currently located?",Perry is near Georgetown.
31_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What is the location of headquarters sheridan post no. 1?,"The location of the headquarters is in Great Falls, as of June 1883."
32_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Where did the sheriff find the two Indians he was in search of?,The sheriff found that the two Indians had left the place and ridden west along the railroad.
35_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Who fought the fire yesterday and last night?,"Messrs. Blanding, Foley, Caldwell, and others."
36_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What institution is perceived to be taking over the role of legislatures in the given context?,The courts.
38_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What event took place on Monday evening involving the special train passing through Horse Plains to Ravalli?,"The train was fired upon, with one ball passing through the engine cab."
43_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,Where did the prairie fire of great extent originate?,The prairie fire started at the northeast corner of Anthony Brothers horse ranch in main Sand Coulee.
89_1889-06-29_p1_sn86075239_00212476511_1889062901_0241,What are some symptoms of the first stages of consumption?,"Cough in the morning, hurried or difficult breathing, raising phlegm, tightness in the chest, quickened pulse, chilliness in the evening or sweats at night."
1_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,Who has been appointed as the adjutant with the rank of captain in Colonel Dohehtyl's staff?,Arthur M. Dickinson of Waterbury.
2_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What happened to young boy John F. Oestrem at the Winsted Foundry?,He fell into the raceway and was swept into the flume by the swift current.
3_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What is the purpose of the Disclosure Act in relation to prosecuting cases of intoxication?,"The purpose of the Disclosure Act is to compel individuals found guilty of intoxication to reveal information about where, when, how, and from whom they procured the alcohol that caused their intoxication."
4_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What specific instructions were given to the street inspector regarding Wolcott Street?,The street inspector was instructed to finish the grading of Wolcott Street.
8_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What is the specific term used for the act of consuming opium in San Francisco?,"""Hitting the pipe"""
9_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,Who had the highest batting average on the Kansas Citys team in 68 games?,"Hamilton had the highest batting average of .341 in 68 games, leading the team."
11_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What type of parasols are included in the closing out sale?,"Fancy satin coaching parasols, lace-covered parasols, children's colored satin parasols, black silk sunshades and umbrellas."
12_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What was the former occupation of Prof F. Bedard?,He was a teacher of music and an organist at St. Ann's church.
13_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,Where can you find choice vegetables very cheap at Ladd's?,"Dr C.W.S Frost, 137 Bank Street."
14_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,1. What is the name of the liquor dealer who suggested the idea of a picnic to benefit the hospital fund?,Thomas Malley
15_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What is the name of the wife of Lieutenant George Root?,Mrs. George Root
16_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,"Who are the laborers employed in making the baseballs in Natick, Mass.?",The laborers employed in the work are nearly all girls.
18_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What was Jamee Fitzgerald's occupation?,Jamee Fitzgerald was a fireman on the Meriden Road.
20_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What time will the special train leave Naugatuck on Friday?,The special train will leave Naugatuck at 1:15 p.m. on Friday.
21_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,Who was in charge of the train on the Naugatuck Division yesterday morning?,Conductor J. Colgan was in charge of the train.
23_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What was the date of the communication received from Captain Buddington?,June 26
24_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,"Who is James Marley and what did he do to his half-sister, Mrs. Esther Lyman?","James Marley is a resident of the city who murderously assaulted his half-sister, Mrs. Esther Lyman, with an axe early Sunday morning."
25_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What types of suits are included in the continuation of the half price sale?,Ladies' white suits and children's white suits in sizes from 4 to 12 years.
26_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,Where is the second division meeting this evening?,A. O. H. Court Wolf Tone.
27_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,Who was struck and killed by the train yesterday afternoon?,Mrs. Holmes was struck and instantly killed by the westbound Shore Line train.
28_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,How did barbers in olden days provide lighting in their shops?,"Barbers in olden days burned candles in brass chandeliers, although the odor emitted was unpleasant."
42_1889-07-23_p4_sn94053256_00271763037_1889072301_0085,What event will be taking place on Thursday at somefs luction?,The ladies' at somefs luction will be happening on Thursday.
1_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is the current status of the first brigade of the National Guard in California?,The first brigade currently consists of seven companies and will soon have an additional five new companies.
2_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is the deadline for droposals to be received by the J. undersigned?,"The deadline is 10 o'clock on Monday, the 2nd day of December, 1889."
3_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,When is the granger excursion expected to arrive in the city?,"Next Monday morning, if no change of program takes place."
5_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What type of fruit is sun dried and a source of vitamin C?,Apples
6_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,"Who was arrested on Aliso Street yesterday for ""house working""?",Harvey and Cummings were arrested on Aliso Street.
7_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What were the most important changes in the stock market at the close on November 26?,"The most important changes were Tennessee Coal, which was up 81; New England, Denver Texas, and Fort Worth, all up 1 point, while San Francisco Preferred was down 3 and Jersey Central down 1 percent."
8_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What caused the first horse to fall?,"The first horse stepped on one of the rails of the cable road, causing it to slip and fall."
10_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,Who has fully recovered from diphtheria?,Little Homer Kennedy has fully recovered from diphtheria.
11_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is the price per bushel of wheat in Chicago as of November 26?,Wheat is priced at $1.89 per bushel in December and 54.5c per bushel in May.
12_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What was the bid price for wheat Australian No. 1 yesterday on the exchange?,The bid price for Wheat Australian No. 1 was 1.35 a.
14_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,Where should proposals be submitted for consideration?,Proposals should be submitted to the 4 undersigned individuals by 11 o'clock on Monday.
15_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What was the price change for coffee options in New York on November 26th?,The coffee options opened from unchanged to 10 points up.
16_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is the purpose of the ordinance mentioned in the context?,The purpose of the ordinance is to regulate the grading of streets in the city of Los Angeles by requiring individuals to deposit a sum of money to cover expenses before commencing any street work.
17_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,When was the ordinance presented to the mayor for his approval?,"The ordinance was presented to the mayor on the 9th day of November, 1889."
18_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is the best option for storing valuable items to ensure safety from fire and burglars?,Using the vaults and safes of the National Bank of California at the corner of Second and Spring Streets.
20_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What unexpected news regarding J.G. Stubbs was recently revealed?,"The unexpected news was that J.G. Stubbs, former general traffic manager of the Southern Pacific, had resigned and would return to the coast."
22_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,Who conveyed lot 25 in block 16 of Wolfskill's Orchard Tract to Charles Hussou?,Joseph W. Wolfskill conveyed lot 25 to Charles Hussou.
26_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is significant about the United States being described as a martial nation?,The United States is known for its strong military tradition and history of citizen soldiers.
29_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is the remedy for consumption mentioned in the text?,The remedy for consumption mentioned in the text is timely medicine that has resulted in thousands of permanent cures.
32_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What is Dr. Williams Indian Pile Ointment claimed to cure?,"It is claimed to cure blind, bleeding, and itching piles when all other ointments have failed."
33_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,What incident occurred on Spring Street yesterday?,A lady driving a mule to a buggy had trouble passing Colton's Furniture Exchange.
57_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,Who are the individuals associated with the eight per cent bonds secured by a mortgage on real estate?,"K. M. Widsay, O. A. Warneb, D. O. Miltimorb, M. Wells, 6. W. Little, L. J. P. Morrill, L. II. Titus."
60_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,Whose names are mentioned in the context?,"W. H. Hillman, John X, Platka Haskrr S. Baker, J. B. Lahkgrshim, L. G. Goodwin."
86_1889-11-27_p9_sn85042460_00280769290_1889112701_0246,Who are some of the stockholders involved in the company?,"Some of the stockholders include o. "". chiids, l. l. bradbury, philippe car. nier, and others."
1_1889-10-19_p14_sn90050009_00393342948_1889101901_0738,What emotions did the speaker feel towards the woman described in the text?,The speaker felt deep reverence and devotion towards the woman.
3_1889-10-19_p14_sn90050009_00393342948_1889101901_0738,Who called at the manager's office looking for an engagement in Paris?,A comic singer called at the manager's office.
4_1889-10-19_p14_sn90050009_00393342948_1889101901_0738,Who was talking to the steward in the small hours of the stormy night?,A sailor on deck was talking to the steward.
13_1889-10-19_p14_sn90050009_00393342948_1889101901_0738,How did the altercation between the two men escalate to a deadly confrontation?,The owner of the vanquished bird shot dead the owner of the other bird in a fit of temporary irritation.
1_1889-04-19_p6_sn85042460_00280769253_1889041901_0400,Who is anxious for another fight with Paddy Duffy?,"Tommy Meadows, the Australian."
2_1889-04-19_p6_sn85042460_00280769253_1889041901_0400,What was the name of the wealthy and well-known citizen who was shot and killed in West Farms on April 1st?,Joseph King
4_1889-04-19_p6_sn85042460_00280769253_1889041901_0400,Where was James Daily arrested and what was he caught doing?,James Daily was arrested around O'clock yesterday morning in the act of breaking into a saloon on the corner of Temple and New High Streets.
32_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,What was the cattle receipt for the day in St. Louis?,400.
41_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,What is the market condition for butter?,Butter market is reported as firmer.
56_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,How many cattle receipts were reported in Kansas City?,900
61_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,What is the significance of the publications from the 70s and 80s in the context of artistic proofs?,The publications from the 70s and 80s hold artistic proofs that are valuable in showcasing the progression of art during that time period.
64_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,"What is the current market condition for cattle in Wichita, Kansas?",The cattle market is firm with active demand for good cows and heifers.
73_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,How many cattle receipts were reported in Chicago according to the Drovers Journal?,5000 cattle receipts were reported.
78_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,Where is Goldstandt located?,Goldstandt is located at 204 Douglas Avenue.
83_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,Where can I inquire about renting a five room cottage in North Peoria?,You can inquire at 521 Waco Avenue.
102_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,"What does ""il"" stand for in the context provided?","It stands for ""led."""
114_1889-12-08_pNone_sn85032490_00237286650_1889120801_0591,What types of items can be found at the 4 for 10 cents store?,"Japanese goods, porcelain dolls, glassware, tinware, and china ware."
1_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,How many hits were made off Horner's delivery during the game?,Five hits were made off Horner's delivery.
2_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What is the best printing company at Dorman's?,The best printing company at Dorman's is John C. Dewey of New York.
6_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who delivered the annual address before the members of the medical school in Battell Chapel?,"Professor H. O. Wood, M.D., Ph.D., of the University of Pennsylvania."
9_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What team won the game between New York and Chicago?,New York won the game.
11_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,"Where was the session of Howard Lodge, I.O.G.T., held?",The session was held in the Courier Building.
13_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who were the Democratic supernumeraries appointed yesterday afternoon?,"Thomas J. Dunn, John Egan, John J. Flynn, Liam R. Curran, Charles A. Sessler, Edward Lawler."
15_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What was the purpose of gathering the class of '86 in the atheneum on campus at 6:30 last evening?,To form a procession and present a glass cup to William Clark Arkell.
17_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,"Who was elected as the Noble Grand of Montewese Lodge, No. 15, I.O.O.F.?",Andrew J. Wright
19_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,How many earned runs did New Haven score?,New Haven scored 4 earned runs.
21_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Where is the Lucas House located?,"The Lucas House is located on Thomas Street in West Haven, just a short distance from the shore of the Sound."
22_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,"Who was elected as the president of the Washington Camp, No. 9, G. O. S. of H.?",L. F. Conger was elected as the president.
23_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What was the main topic of discussion at the prohibition county meeting yesterday?,The main topic of discussion was reaffirming their belief in prohibition.
24_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who defeated Amherst in the game mentioned?,Williams defeated Amherst.
25_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,"Who was elected as the Noble Grand (N. G.) of the Humboldt Lodge, I.O.O.F.?","Alvin Munz was elected as the Noble Grand (N. G.) of the Humboldt Lodge, I.O.O.F."
26_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who won the championship in the match between Williams College and Amherst?,Williams College team won the championship by defeating Amherst.
27_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who were some of the members present at the reunion in Brothers Hall for the class of '69?,"A. W. Evarts, Talbot H. Russell, Mt. Bissell of Buffalo, A.R. McLane, W. Fl. Lee, Alex. Cameron, Mt. De Geone, Prof. Rufus Richards, Nelson G. Carmon, Henry P. Warren, Rev. Dr. Dana, Rev. Charles F. Cameron, Rev. F.S. Hayden, and Hamlin."
28_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What organization is responsible for issuing this forecast?,"The War Department, Office of the Chief Signal Service."
29_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Why were over 60 people forced to leave home yesterday?,To call for a free trial package of Lane's family medicine.
30_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What items are included without charge at Mallett's Cash Hardware Store?,A fine wool mat.
32_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Where can you find antique clocks by C.J. Monson & Son?,On Dair1 Eiv Kilers Robert B. Bradley.
